iter	Logloss
207	0.2873945992
208	0.2871134908
209	0.2870350987
210	0.2869642075
211	0.2869446616
212	0.2868550586
213	0.2867105756
214	0.286628917
215	0.2865079985
216	0.2864371103
217	0.2863151576
218	0.2862425241
219	0.2861612636
220	0.2860788741
221	0.2859593112
222	0.285854404
223	0.2857554076
224	0.2856799965
225	0.285584257
226	0.2855118274
227	0.2854402324
228	0.2849881203
229	0.2848901007
230	0.2848106739
231	0.2847514233
232	0.2846792712
233	0.2846255887
234	0.2844110518
235	0.2843504284
236	0.2842516693
237	0.2841662381
238	0.2840680761
239	0.2839733606
240	0.2838978007
241	0.2838192764
242	0.2837059515
243	0.2836102555
244	0.2832024492
245	0.2829219334
246	0.2828179831
247	0.2827342366
248	0.2825791239
249	0.2825105073
250	0.2824527754
251	0.2822581849
252	0.2821753337
253	0.282079508
254	0.2820207825
255	0.2819179573
256	0.2817818484
257	0.2815192849
258	0.2814213181
259	0.2813312232
260	0.2812197501
261	0.2811326339
262	0.2810331438
263	0.280931989
264	0.2808481616
265	0.2807509609
266	0.2805513997
267	0.2804151236
268	0.2803573193
269	0.2802730043
270	0.2801674473
271	0.2800813412
272	0.2799839954
273	0.279693549
274	0.2796209986
275	0.2795306908
276	0.2794619031
277	0.279338488
278	0.2792680308
279	0.279195635
280	0.2791253935
281	0.2790480286
282	0.2789490759
283	0.2786445551
284	0.2784811144
285	0.2783726619
286	0.2782956711
287	0.2782092152
288	0.2780961708
289	0.277946636
290	0.2778755313
291	0.2777850588
292	0.2776885386
293	0.2775800986
294	0.2775180886
295	0.2774344198
296	0.2773450651
297	0.2772632481
298	0.2771643296
299	0.2769967465
300	0.2769406263
301	0.2768523478
302	0.2767323363
303	0.2766369719
304	0.2765796895
305	0.2765198244
306	0.2764657101
307	0.2764104176
308	0.2762515128
309	0.2760383206
310	0.2759523985
311	0.2758608786
312	0.2757486542
313	0.275668366
314	0.2756079367
315	0.2755553088
316	0.2754883667
317	0.275402316
318	0.2753438196
319	0.2752667228
320	0.2751819831
321	0.2751024522
322	0.2750266111
323	0.274977828
324	0.274789512
325	0.2747067966
326	0.2745682179
327	0.2744488324
328	0.274394636
329	0.2743447431
330	0.2742694506
331	0.2741625948
332	0.2739667878
333	0.2739234206
334	0.2736523579
335	0.2735758065
336	0.2735301392
337	0.2734268332
338	0.2733488162
339	0.2732727643
340	0.2731003558
341	0.2730612583
342	0.2729989109
343	0.272929581
344	0.2728425017
345	0.2727362372
346	0.2726440468
347	0.2725564708
348	0.2724495415
349	0.272389431
350	0.2722117937
351	0.272137382
352	0.2720455135
353	0.2719513274
354	0.2718723629
355	0.2718280483
356	0.2717544356
357	0.2717016271
358	0.2716353673
359	0.2715330304
360	0.2714501797
361	0.271372319
362	0.2713117766
363	0.2712631591
364	0.2712270277
365	0.2711131079
366	0.2710430114
367	0.2709692731
368	0.2708160711
369	0.270727586
370	0.2706570287
371	0.2705418332
372	0.2704352352
373	0.2703665673
374	0.2702839965
375	0.270186854
376	0.2700940026
377	0.2700288714
378	0.2699870486
379	0.2699360717
380	0.2698727618
381	0.2698185884
382	0.2697305974
383	0.2696465151
384	0.2695549098
385	0.2695176979
386	0.269462743
387	0.269409362
388	0.2693357092
389	0.2692397132
390	0.2691648569
391	0.2690185296
392	0.2689574516
393	0.2688849462
394	0.2688018822
395	0.2687379772
396	0.2686761457
397	0.2685910176
398	0.2685488334
399	0.2685124259
400	0.268441847
401	0.2683448179
402	0.2682957124
403	0.2682340974
404	0.268180478
405	0.268119544
406	0.2680402258
407	0.2679930277
408	0.2679241215
409	0.2677912905
410	0.2676587571
411	0.2675836989
412	0.2675058994
413	0.2673896177
414	0.2673303056
415	0.2672411262
416	0.2671785771
417	0.2671398855
418	0.2670796845
419	0.2670226269
420	0.2669723834
421	0.2669435552
422	0.2668428459
423	0.2667662338
424	0.2667319313
425	0.2666896899
426	0.2666007355
427	0.2665458024
428	0.2665114504
429	0.2664230013
430	0.266313321
431	0.2662347563
432	0.2661666587
433	0.2660928298
434	0.2660320765
435	0.2659521825
436	0.2658744887
437	0.2658187657
438	0.2657496196
439	0.2656950788
440	0.2656092164
441	0.2655573386
442	0.2655032393
443	0.2654532125
444	0.2653774325
445	0.2653467477
446	0.265311237
447	0.2652133307
448	0.2651761746
449	0.2651073641
450	0.265030569
451	0.2649584392
452	0.2648956822
453	0.2648428249
454	0.2648053231
455	0.2647331282
456	0.2646049358
457	0.2645463551
458	0.2644867999
459	0.2644270256
460	0.2643765095
461	0.2643054365
462	0.2642468597
463	0.2641677592
464	0.2641173287
465	0.2640607241
466	0.2639942466
467	0.2638954274
468	0.2638607909
469	0.263809498
470	0.2637574938
471	0.2637192937
472	0.2636795291
473	0.263618677
474	0.2635649379
475	0.2634798179
476	0.2634476166
477	0.2633704389
478	0.2633006917
479	0.2632339426
480	0.2631538763
481	0.2631087113
482	0.2630881608
483	0.2630551549
484	0.2629643909
485	0.2628932462
486	0.262816057
487	0.2627505443
488	0.2626758989
489	0.2626114138
490	0.2625293582
491	0.2624718039
492	0.2624112418
493	0.2623653683
494	0.2622988381
495	0.2622476093
496	0.2622251417
497	0.2621822939
498	0.262129046
499	0.2620592132
500	0.2619770772
501	0.2618954862
502	0.2618374742
503	0.2617772667
504	0.2617117901
505	0.2616738756
506	0.2616167481
507	0.2615901047
508	0.2615269745
509	0.261483654
510	0.2614492117
511	0.2613922375
512	0.2613066249
513	0.2612627066
514	0.2612046604
515	0.2611689456
516	0.2611380638
517	0.2610640433
518	0.2610294133
519	0.2610113149
520	0.26095195
521	0.2608910849
522	0.2608425767
523	0.26079011
524	0.2607371411
525	0.2606760353
526	0.2605989671
527	0.260540298
528	0.260484853
529	0.2604166207
530	0.2603228169
531	0.2602511046
532	0.260172415
533	0.260109955
534	0.2600422504
535	0.2599574474
536	0.2599153702
537	0.2598484177
538	0.2597832556
539	0.2596871283
540	0.2596674707
541	0.2595968838
542	0.259525852
543	0.2594556993
544	0.2593908093
545	0.259304702
546	0.2592401154
547	0.2591838301
548	0.2591031893
549	0.2590754252
550	0.2590256801
551	0.2589850396
552	0.2589692387
553	0.2589077713
554	0.2588640534
555	0.2588144055
556	0.2587762582
557	0.2587265808
558	0.2586570208
559	0.2585982107
560	0.2585369229
561	0.2584632768
562	0.2583839318
563	0.2582873427
564	0.2582130708
565	0.2581470224
566	0.2580469228
567	0.2579939868
568	0.2579605597
569	0.2579059225
570	0.2578621613
571	0.2578063963
572	0.2577418755
573	0.2577129989
574	0.2576452401
575	0.2576025531
576	0.2575409844
577	0.2574305464
578	0.2573489043
579	0.2573054007
580	0.2572601493
581	0.2572211973
582	0.2571731986
583	0.2571117461
584	0.2570344304
585	0.2569676825
586	0.2569059646
587	0.2568607785
588	0.2567615449
589	0.2566994572
590	0.2566354337
591	0.2565757838
592	0.2565367125
593	0.2564808188
594	0.2564156966
595	0.2563606109
596	0.2562990085
597	0.2562388471
598	0.2561947125
599	0.2561325312
600	0.256033394
601	0.2559920096
602	0.2559008099
603	0.2558245246
604	0.2557778763
605	0.2557546397
606	0.2557199612
607	0.2556467719
608	0.2555795443
609	0.2555406532
610	0.25551175
611	0.2554679233
612	0.2554313393
613	0.2554094503
614	0.2552759558
615	0.2552522422
616	0.2552200464
617	0.2551638805
618	0.2550853371
619	0.2550038642
620	0.2549202649
621	0.2548933934
622	0.2548469999
623	0.2547766391
624	0.2547321145
625	0.2546860822
626	0.2546174921
627	0.2545481563
628	0.2544916982
629	0.2544333363
630	0.2543647862
631	0.2542917607
632	0.2542619227
633	0.2542288537
634	0.2541423679
635	0.2540988828
636	0.2540452689
637	0.2539981708
638	0.2539240255
639	0.2538597007
640	0.2538236471
641	0.2537686143
642	0.2536768393
643	0.2536212534
644	0.2535732421
645	0.2535105281
646	0.2534286971
647	0.253378895
648	0.253335331
649	0.2532836425
650	0.2532536832
651	0.2532028795
652	0.2531165477
653	0.2530627116
654	0.2529741552
655	0.2528237831
656	0.2527589958
657	0.2527029852
658	0.252640759
659	0.2525983509
660	0.2525447912
661	0.2525182697
662	0.2524562248
663	0.2524150484
664	0.2523830433
665	0.2523509457
666	0.2523186064
667	0.2522818369
668	0.2522185648
669	0.2521966823
670	0.2521492735
671	0.2520697075
672	0.2520426331
673	0.251993081
674	0.2519659617
675	0.2519093926
676	0.2518628025
677	0.2518360339
678	0.251784566
679	0.2517613688
680	0.2517148156
681	0.2516565643
682	0.2516315005
683	0.2515780819
684	0.2515208331
685	0.2514380215
686	0.2513650156
687	0.2513167529
688	0.251270798
689	0.2511961058
690	0.2511299943
691	0.2510795129
692	0.2510174927
693	0.2509403862
694	0.2508824534
695	0.2508402643
696	0.2507871188
697	0.250744157
698	0.2506985801
699	0.2506598321
700	0.250614992
701	0.250552388
702	0.2505038571
703	0.2504664194
704	0.2504131954
705	0.2503433538
706	0.2502815417
707	0.2502435225
708	0.2502150182
709	0.250137356
710	0.2500938438
711	0.2500751422
712	0.2500189514
713	0.2499751478
714	0.2499361536
715	0.2498904402
716	0.2498009595
717	0.2497498836
718	0.2496942392
719	0.2496543805
720	0.2496254591
721	0.2495719543
722	0.2495221028
723	0.2494867654
724	0.2494565652
725	0.2493934358
726	0.2493347021
727	0.2492690406
728	0.2492008663
729	0.2491314928
730	0.2490642434
731	0.2490084516
732	0.2489671725
733	0.2489438279
734	0.2488923789
735	0.2488555253
736	0.2488290091
737	0.24877479
738	0.2487297453
739	0.2486649129
740	0.248659264
741	0.2486031524
742	0.2485355367
743	0.2484839467
744	0.2484221917
745	0.2483782313
746	0.2482890584
747	0.2482665085
748	0.2482148627
749	0.2481497813
750	0.248095457
751	0.2480530343
752	0.2480022411
753	0.2479677681
754	0.2479241896
755	0.2478373165
756	0.2477952162
757	0.24773824
758	0.2476740023
759	0.247620334
760	0.2475741983
761	0.2475116127
762	0.2474634808
763	0.2474008843
764	0.2473776515
765	0.2473459841
766	0.2473235657
767	0.2472877163
768	0.2472520768
769	0.2471961939
770	0.2471342762
771	0.2471003568
772	0.2470541689
773	0.2470193894
774	0.2469552676
775	0.2469145396
776	0.2468438925
777	0.2467921429
778	0.2467246139
779	0.2466465565
780	0.2465940138
781	0.2465680682
782	0.2465084791
783	0.2464687324
784	0.2463902435
785	0.2463354296
786	0.2463144392
787	0.2462813011
788	0.2462384518
789	0.2462130712
790	0.2461764057
791	0.2461264303
792	0.2461108017
793	0.2460472773
794	0.2460038433
795	0.2459614365
796	0.2459208084
797	0.2458899305
798	0.2458524426
799	0.2458064497
800	0.245753248
801	0.2457246651
802	0.2456855593
803	0.2456553056
804	0.2456089211
805	0.2455447938
806	0.2455227822
807	0.2454510582
808	0.245415262
809	0.2453481502
810	0.245229383
811	0.2451760251
812	0.2451119093
813	0.2450754134
814	0.2450276605
815	0.245001758
816	0.2449814211
817	0.2449156056
818	0.2448664673
819	0.2448050443
820	0.2447519358
821	0.2446915114
822	0.2446564643
823	0.2446324703
824	0.2445924814
825	0.2445303998
826	0.244474758
827	0.2444112286
828	0.2443507336
829	0.2442832337
830	0.2442064273
831	0.2441456503
832	0.2440886577
833	0.2440444652
834	0.2439450149
835	0.2439097771
836	0.2438500699
837	0.2438219297
838	0.2437868806
839	0.2437582047
840	0.2437269867
841	0.2436598979
842	0.2436214115
843	0.2435658629
844	0.2435181386
845	0.2434805569
846	0.2434182095
847	0.2433531539
848	0.2433168346
849	0.2432574096
850	0.2431863126
851	0.2431420763
852	0.2430976071
853	0.243079029
854	0.2430330994
855	0.2429714965
856	0.2429396935
857	0.2429104908
858	0.2428735675
859	0.2428303971
860	0.2427971633
861	0.2427359042
862	0.2426862445
863	0.242624995
864	0.2425912547
865	0.2425357897
866	0.2424898179
867	0.2424354195
868	0.2424126893
869	0.2423494694
870	0.2422933222
871	0.2422615242
872	0.2422352779
873	0.2421682691
874	0.242125528
875	0.2420687708
876	0.2420207487
877	0.2419812872
878	0.2419320836
879	0.2419009901
880	0.2418628511
881	0.2418145985
882	0.2417484911
883	0.2417144519
884	0.2416590912
885	0.2416415193
886	0.241618867
887	0.2415930905
888	0.2415577175
889	0.2415037609
890	0.2414804142
891	0.24141109
892	0.2413694852
893	0.2413139179
894	0.2412907383
895	0.2412679066
896	0.2412116272
897	0.2411829703
898	0.2411412141
899	0.2410993062
900	0.2410019409
901	0.2409474347
902	0.2408905131
903	0.2408546057
904	0.240801435
905	0.2407078114
906	0.240659396
907	0.2406031843
908	0.2405647299
909	0.2405380582
910	0.2405003987
911	0.240471026
912	0.2404328433
913	0.2404106336
914	0.2403613369
915	0.2403140997
916	0.2402717026
917	0.2402244086
918	0.2402045785
919	0.2401602703
920	0.2401424579
921	0.2401025452
922	0.2400553612
923	0.2399990686
924	0.2399440719
925	0.2399309004
926	0.2398895521
927	0.2398328573
928	0.2397620045
929	0.2397198161
930	0.2396862147
931	0.2396350344
932	0.2396096713
933	0.2395933602
934	0.2395522321
935	0.2394967984
936	0.2394479628
937	0.2394272973
938	0.2393592559
939	0.2393177025
940	0.2393033574
941	0.2392461834
942	0.2391948916
943	0.2391446725
944	0.2391071145
945	0.2390436264
946	0.2390146654
947	0.2389625462
948	0.238903907
949	0.2388559501
950	0.2388158867
951	0.2387438151
952	0.2386779793
953	0.2386256618
954	0.2386063204
955	0.2385828434
956	0.2385253705
957	0.2384842776
958	0.2384484318
959	0.2384252223
960	0.2383884934
961	0.2383545709
962	0.2382817723
963	0.2382426127
964	0.2382101068
965	0.2381900371
966	0.2381723171
967	0.238100752
968	0.2380299648
969	0.2379945293
970	0.2379666474
971	0.2379181215
972	0.2378825837
973	0.2378322347
974	0.2377682025
975	0.2377260693
976	0.2376802352
977	0.2376029123
978	0.2375467108
979	0.2375123221
980	0.2374666237
981	0.2374246495
982	0.2373880928
983	0.2373221031
984	0.2372810152
985	0.2372439997
986	0.2371984056
987	0.2371552856
988	0.2371033805
989	0.2370686421
990	0.2370250668
991	0.2369881627
992	0.2369592255
993	0.2369053684
994	0.2368640463
995	0.2368359317
996	0.2367824238
997	0.2367516537
998	0.2366825514
999	0.2366220597
